film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture,TMDb Score
Carlito's Way,1993,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.837
The War Room,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Strictly Ballroom,1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.577
What's Love Got to Do with It,1993,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.095
"Italy, Carlo Carlei",1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Dave,1993,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.66
The Screw (La Vis),1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
The Remains of the Day,1993,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364
Beethoven's 2nd,1993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.512
The Dutch Master,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.818
The  Remains of the Day,1993,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,7.364
Partners,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Cliffhanger,1993,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Farewell My Concubine,1993,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Orlando,1993,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Manhattan Murder Mystery,1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.278
Addams Family Values,1993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.949
Defending Our Lives,1993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
"Faraway, So Close!",1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.823
The Nightmare Before Christmas,1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.839
Blood Ties: The Life and Work of Sally Mann,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
In the Line of Fire,1993,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
For Better or for Worse,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.654
Philadelphia,1993,4.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,7.727
Fearless,1993,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.89
Much Ado About Nothing,1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.949
Poetic Justice,1993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.868
The Firm,1993,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.735
In the Name of the Father,1993,7.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.9
A Dangerous Woman,1993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.389
The Fugitive,1993,6.0,1.0,2.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,7.465
The Scent of Green Papaya,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121
Blindscape,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Junior,1994,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.181
Ed Wood,1994,2.0,2.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,7.502
Complaints of a Dutiful Daughter,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Hoop Dreams,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.615
Little Women,1994,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.895
With Honors,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8
Before the Rain,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.354
Color of Night,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.748
The Monk and the Fish,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
The Janitor,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
True Lies,1994,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.059
"The Adventures of Priscilla, Queen of the Desert",1994,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.259
Eat Drink Man Woman,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.515
On Hope,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natural Born Killers,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.064
School of Assassins,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Shelley's Frankenstein,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.401
The Big Story,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Bullets Over Broadway,1994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.12
Speechless,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.815
Ready to Wear,1994,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.2
Mrs. Parker and The Vicious Circle,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.052
Interview with the Vampire (The Vampire Chronicles),1994,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.381
A Time for Justice,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
"Belgium, Gérard Corbiau",1994,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Blues Highway,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavenly Creatures,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.989
A Great Day in Harlem,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.875
The Shawshank Redemption,1994,7.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.711
The Swan Princess,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.6
Farinelli: Il Castrato,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.547
Legends of the Fall,1994,3.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.388
Kangaroo Court,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mask,1994,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.946
Pulp Fiction,1994,7.0,1.0,5.0,0.0,0.0,6.0,1.0,5.0,0.0,0.0,8.489
Syrup,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.597
Bob's Birthday,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.558
"Switzerland, Krzysztof Kieslowski",1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Strawberry and Chocolate,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.087
Bullets over Broadway,1994,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12
Straight from the Heart,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Interview with the Vampire,1994,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.381
Queen Margot,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.185
Franz Kafka's It's a Wonderful Life,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63
"France, Patrice Chéreau",1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Tom & Viv,1994,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.608
The Client,1994,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.693
D-Day Remembered,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Taiwan, Ang Lee",1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Lion King,1994,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,7.118
Maya Lin: A Strong Clear Vision,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Guarding Tess,1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.99
Freedom on My Mind,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Red,1994,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.691
Maverick,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.876
"Hong Kong, Zhang Yimou",1994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Nobody's Fool,1994,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.839
Trevor,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Burnt by the Sun,1994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.064
Four Weddings and a Funeral,1994,2.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,6.76
Wyatt Earp,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.765
Triangle,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
The River Wild,1994,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.4
The Madness of King George,1994,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.736
Nell,1994,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.546
Clear and Present Danger,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.641
Speed,1994,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.123
Blue Sky,1994,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.107
Forrest Gump,1994,12.0,6.0,4.0,3.0,1.0,7.0,3.0,5.0,3.0,1.0,8.477
89mm od Europy (89mm from Europe),1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
The Paper,1994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.546
Quiz Show,1994,4.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,7.272
A Close Shave,1995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Don Juan DeMarco,1995,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.699
Duke of Groove,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Braveheart,1995,9.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,7.938
Tuesday Morning Ride,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Leaving Las Vegas,1995,4.0,1.0,3.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,7.253
The Shadow of Hate,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
"To Wong Foo, Thanks For Everything! Julie Newmar",1995,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.2
Hank Aaron: Chasing the Dream,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.667
Dust of Life,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Sabrina (1995),1995,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,Not available
Mighty Aphrodite,1995,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.721
Batman Forever,1995,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.416
Something To Talk About,1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.628
The Crossing Guard,1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.05
Crimson Tide,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
To Die For,1995,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.6
A Walk in the Clouds,1995,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.2
The Usual Suspects,1995,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.189
Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Mr. Holland's Opus,1995,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.979
A Month by the Lake,1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.97
Twelve Monkeys,1995,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.597
"China, Zhang Yimou",1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"France, Josiane Balasko",1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Get Shorty,1995,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,6.455
Lieberman in Love,1995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Pocahontas,1995,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.925
Little Surprises,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Apollo 13,1995,9.0,2.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,7.5
Toy Story,1995,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.971
O Quatrilho,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Antonia's Line,1995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.052
Rob Roy,1995,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.73
A Little Princess,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.614
All Things Fair,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.533
The Postman (Il Postino),1995,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934
The Star Maker,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.053
Runaway Brain,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617
Muriel's Wedding,1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.868
Nixon,1995,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.904
Richard III,1995,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.728
the end,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Father of the Bride Part II,1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.3
Babe,1995,7.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.195
"Germany, Joseph Vilsmaier",1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Georgia,1995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Anne Frank Remembered,1995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.684
Casino,1995,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,8.013
"Italy, Giacomo Campiotti",1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Roommates,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239
The Bridges of Madison County,1995,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.7
Restoration,1995,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.067
12 Monkeys,1995,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.597
Gagarin,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366
One Survivor Remembers,1995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
The American President,1995,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,6.55
Unstrung Heroes,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.963
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Shanghai Triad,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.685
"France, Claude Lelouch",1995,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Jim Dine: A Self-Portrait on the Walls,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sense and Sensibility,1995,7.0,1.0,3.0,0.0,0.0,6.0,2.0,4.0,1.0,1.0,7.434
Dead Man Walking,1995,4.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,7.334
The Living Sea,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Brooms,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
Troublesome Creek: A Midwestern,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
The Battle over Citizen Kane,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Waterworld,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.202
While You Were Sleeping,1995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.999
Seven,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8
"My Family, Mi Familia",1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
The Chicken from Outer Space,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Sabrina,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.157
Daylight,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.085
The People vs. Larry Flynt,1996,2.0,0.0,2.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,6.953
The Line King: The Al Hirschfeld Story,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
The Hunchback of Notre Dame,1996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.104
"Russia, Sergei Bodrov",1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Evita,1996,5.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,1.0,6.1
The Preacher's Wife,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.765
"France, Patrice Leconte",1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Emma,1996,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.654
Hamlet,1996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375
"De Tripas, Corazon",1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
The Portrait of a Lady,1996,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.002
Trainspotting,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.968
Dear Diary,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
The Other Side of Sunday,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Twister,1996,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.476
Ernst & Lyset,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
The First Wives Club,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Mother,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.971
Eraser,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
The Nutty Professor,1996,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.6
Esposados,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
That Thing You Do!,1996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.9
The Crucible,1996,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.583
Angels and Insects,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.389
The Rock,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12
The Ghost and the Darkness,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.754
Tell the Truth and Run: George Seldes and the American Press,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.667
Ransom,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.658
The Birdcage,1996,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.038
Wat's Pig,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.467
Ghosts of Mississippi,1996,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.589
Cosmic Voyage,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.105
The English Patient,1996,12.0,9.0,5.0,3.0,1.0,7.0,2.0,5.0,1.0,1.0,7.178
Fargo,1996,7.0,2.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,7.864
Up Close and Personal,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Fly Away Home,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Dragonheart,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Suzanne Farrell: Elusive Muse,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
"Italy, Maurizio Nichetti",1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
An Essay on Matisse,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
When We Were Kings,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
The Mirror Has Two Faces,1996,2.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,6.695
The Wild Bunch: An Album in Montage,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
The Evening Star,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.967
"Belgium, Jaco Van Dormael",1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Independence Day,1996,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873
Sling Blade,1996,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.529
Jerry Maguire,1996,5.0,1.0,3.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,6.952
James and the Giant Peach,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Quest,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Effects,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.824
One Fine Day,1996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.436
William Shakespeare's Romeo & Juliet,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.793
Prisoner of the Mountains,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.972
Shine,1996,7.0,1.0,4.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,7.369
Canhead,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Primal Fear,1996,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.654
101 Dalmatians,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.905
A Time to Kill,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.387
Lone Star,1996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
Everyone Says I Love You,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.5
Sleepers,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.597
Tin Cup,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.037
La Salla,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Star Trek: First Contact,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.292
Ridicule,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.907
