film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture,TMDb Score
Michael Collins,1996,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.921
Kolya,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.422
Breaking the Waves,1996,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.475
Marvin's Room,1996,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.709
Breathing Lessons: The Life and Work of Mark O'Brien,1996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Up Close & Personal,1996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.875
Secrets & Lies,1996,5.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,7.72
"Czech Republic, Jan Sverák",1996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
A Chef in Love,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462
Mandela,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
Wordless,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anastasia,1997,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.613
The Fifth Element,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.539
Hercules,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5
Wolfgang,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
In & Out,1997,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.292
Secrets of the Heart,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Alaska: Spirit of the Wild,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Geri's Game,1997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681
The Boxer,1997,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.715
Four Days in September,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382
Afterglow,1997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.852
Visas and Virtue,1997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
"France, Agnès Merlet",1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Wings of the Dove,1997,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.607
Air Force One,1997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.471
Wag the Dog,1997,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.962
Redux Riding Hood,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Dance Lexie Dance,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Gattaca,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.558
As Good as It Gets,1997,7.0,2.0,4.0,2.0,0.0,6.0,3.0,5.0,3.0,1.0,7.393
Waco: The Rules of Engagement,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.488
Liar Liar,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.682
A Thousand Acres,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.828
"Belgium, Alain Berliner",1997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
The Mermaid,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.418
My Best Friend's Wedding,1997,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.9
Mrs. Brown,1997,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.693
Donnie Brasco,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.539
4 Little Girls,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316
The Lost World: Jurassic Park,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.528
Tomorrow Never Dies,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.357
"Germany, Ivan Fíla",1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Men in Black,1997,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.189
Kundun,1997,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.864
Boogie Nights,1997,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,7.6
L.A. Confidential,1997,9.0,2.0,3.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,7.79
Deconstructing Harry,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.282
Titanic,1997,13.0,10.0,4.0,2.0,1.0,8.0,4.0,5.0,2.0,1.0,7.903
"Italy, Pupi Avati",1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Sweet Hereafter,1997,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
The Long Way Home,1997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Ulee's Gold,1997,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.365
A Story of Healing,1997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Famous Fred,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
Face/Off,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.023
Colors Straight Up,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Oscar and Lucinda,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.429
Beyond Silence,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.919
The Thief,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Con Air,1997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.734
It's Good to Talk,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackie Brown,1997,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.36
Ayn Rand: A Sense of Life,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
John Grisham's The Rainmaker,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0
Daughter of the Bride,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95
Contact,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.422
The Full Monty,1997,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.991
The Apostle,1997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
The Ice Storm,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.8
La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Amazon,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Selena,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.7
Good Will Hunting,1997,9.0,2.0,5.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,8.152
Seven Years in Tibet,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.171
Character,1997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chasing Amy,1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.769
Still Kicking: The Fabulous Palm Springs Follies,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Starship Troopers,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.043
"Russia, Pavel Chukhray",1997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Amistad,1997,4.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,7.015
Sweethearts?,1997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72
Bunny,1998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Sunrise over Tiananmen Square,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
The Opposite of Sex,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.2
American History X,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.347
Babe: Pig in the City,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.557
The Grandfather,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Wilde,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.594
Elizabeth,1998,7.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,7.177
Dancemaker,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
Election Night (Valgaften),1998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
Little Voice,1998,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.57
Affliction,1998,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.3
Regret to Inform,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
"Denmark, Thomas Vinterberg",1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Mask of Zorro,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.564
Rushmore,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.409
You've Got Mail,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.675
Lenny Bruce: Swear to Tell the Truth,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
Mulan,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.9
There's Something About Mary,1998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.593
Children of Heaven,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
A Simple Plan,1998,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.167
Pleasantville,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.246
A Place in the Land,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
"The Farm: Angola, U.S.A.",1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not available
The Horse Whisperer,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.898
When Life Departs,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Bulworth,1998,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,6.3
Happiness,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.474
Primary Colors,1998,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.3
Tango,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Without Limits,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.404
Out of Sight,1998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.674
"Netherlands, Karim Traïdia",1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Thin Red Line,1998,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
One True Thing,1998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.5
Velvet Goldmine,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Quest for Camelot,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.807
Patch Adams,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.308
"Argentina, Carlos Saura",1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
The Last Days,1998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
Armageddon,1998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.835
City of Angels,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.779
The Mighty,1998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.2
The Truman Show,1998,3.0,0.0,2.0,0.0,0.0,6.0,3.0,4.0,2.0,0.0,8.138
Victor,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Canterbury Tales,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.291
Jolly Roger,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.602
Holiday Romance,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beloved,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.632
Saving Private Ryan,1998,10.0,4.0,3.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0,8.212
The Prince of Egypt,1998,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.258
Stepmom,1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1
A Civil Action,1998,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.4
Still Crazy,1998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.745
Shakespeare in Love,1998,13.0,7.0,5.0,3.0,1.0,6.0,3.0,5.0,2.0,1.0,6.869
"United States, John Sayles",1998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Central Station,1998,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.2
The Personals: Improvisations on Romance in the Golden Years,1998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
La Carte Postale (The Postcard),1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Culture,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Life Is Beautiful,1998,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.456
A Bug's Life,1998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.968
Hilary and Jackie,1998,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.688
Mighty Joe Young,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.378
What Dreams May Come,1998,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.195
Gods and Monsters,1998,3.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,6.947
More,1998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
"Brazil, Walter Salles",1998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Quest For Camelot: The Magic Sword,1998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.807
One Day in September,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Life,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.639
Solomon and Gaenor,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.036
On the Ropes,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
"Girl, Interrupted",1999,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,7.551
Angela's Ashes,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.202
Speaking in Strings,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
The Red Violin,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.369
Killing Joe,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Beauty,1999,8.0,5.0,4.0,3.0,1.0,6.0,3.0,4.0,2.0,1.0,8.02
Magnolia,1999,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,7.734
Major and Minor Miracles,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Legend of 1900,1999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.259
Anywhere But Here,1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.089
"Germany, François Girard",1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
An Ideal Husband,1999,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.394
A Map of the World,1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.089
"Spain, Pedro Almodóvar",1999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Not available
Sweet and Lowdown,1999,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.8
Fight Club,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44
The Wildest Show in the South: The Angola Prison Rodeo,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Eyes Wide Shut,1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.482
The Green Mile,1999,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.511
Man on the Moon,1999,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,7.268
Eyewitness,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.567
Star Wars Episode I: The Phantom Menace,1999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.541
Austin Powers: The Spy Who Shagged Me,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.282
The Sixth Sense,1999,6.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.948
The Hurricane,1999,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,7.422
Bicentennial Man,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.247
The End of the Affair,1999,2.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6.6
The Insider,1999,7.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,7.5
Tarzan,1999,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.404
"South Park: Bigger, Longer & Uncut",1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
Boys Don't Cry,1999,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,7.437
Analyze This,1999,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.487
Tumbleweeds,1999,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.476
"France, Régis Wargnier",1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Titus,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.478
"France, Patrice Leconte",1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Anna and the King,1999,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.755
Stuart Little,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.055
The Matrix,1999,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.212
All about My Mother,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
The Cider House Rules,1999,7.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,7.024
My Mother Dreams the Satan's Disciples in New York,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
King Gimp,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
My Grandmother Ironed the King's Shirts,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
Toy Story 2,1999,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,7.589
Humdrum,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.636
Music of the Heart,1999,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.7
The Straight Story,1999,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.724
The Mummy,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.916
East-West,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6
Topsy-Turvy,1999,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.613
3 Misses,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Genghis Blues,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
The Old Man and the Sea,1999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.445
"Canada, François Girard",1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
Election,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.9
Under the Sun,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.196
Sleepy Hollow,1999,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.169
Being John Malkovich,1999,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.418
Notting Hill,1999,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.262
When the Day Breaks,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.769
Buena Vista Social Club,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.524
Snow Falling on Cedars,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.093
"Bror, Min Bror (Teis and Nico)",1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8
The Talented Mr. Ripley,1999,5.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,7.185
Kleingeld (Small Change),1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
The Muse,1999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.21
Caravan,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Big Mama,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
By Courier,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
"Crouching Tiger, Hidden Dragon",2000,10.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,7.418
A Soccer Story (Uma Historia de Futebol),2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2
Father and Daughter,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.404
Meet The Parents,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.676
Billy Elliot,2000,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.592
On Tiptoe: Gentle Steps to Freedom,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Before Night Falls,2000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.625
Chicken Run,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.798
Dr. Seuss' How the Grinch Stole Christmas,2000,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.421
The Taste of Others,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857
Long Night's Journey into Day,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.991
Malèna,2000,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.4
Sound and Fury,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
"Mexico, Alejandro González Iñárritu",2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not available
U-571,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46
Dr. Seuss' How The Grinch Stole Christmas!,2000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.421
Divided We Fall,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
Space Cowboys,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.382
Dancer In The Dark,2000,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.869
The Periwig-Maker,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
